TIME, U1, U2, U3, I1, I2, I3
16.4, -169.402, -392.75, -392.0, -1.61, 0.73, -1.13
16.42, 170.23, 392.1, 392.605, -0.17, 2.29, 0.4
16.44, -169.47, -392.75, -392.0, -1.61, 0.62, -1.13
16.46, 170.026, 392.032, 392.741, -0.17, 2.29, 0.4
16.48, -169.334, -392.75, -391.932, -1.61, 0.73, -1.13
16.5, 170.094, 392.032, 392.605, -0.17, 2.29, 0.4
16.52, -169.402, -392.886, -391.932, -1.5, 0.73, -1.13
16.54, 170.026, 392.304, 392.605, -0.17, 2.29, 0.4
16.56, -169.402, -392.954, -391.864, -1.5, 0.73, -1.13
16.58, 170.026, 392.44, 392.605, -0.28, 2.18, 0.4
16.6, -169.402, -392.954, -392.068, -1.61, 0.73, -1.02
16.62, 170.094, 392.372, 392.605, -0.17, 2.29, 0.4
16.64, -169.47, -392.954, -391.864, -1.61, 0.73, -1.02
16.66, 170.026, 392.304, 392.537, -0.17, 2.18, 0.51
16.68, -169.47, -392.954, -391.864, -1.61, 0.62, -1.13
16.7, 170.026, 392.304, 392.605, -0.06, 2.18, 0.4
16.72, -169.47, -392.818, -391.864, -1.83, 0.62, -1.13
16.74, 170.094, 392.372, 392.605, -0.17, 2.18, 0.4
16.76, -169.47, -392.954, -391.796, -1.5, 0.62, -1.02
16.78, 170.026, 392.236, 392.537, -0.28, 2.18, 0.4
16.8, -169.402, -392.886, -391.864, -1.61, 0.73, -1.02
16.82, 170.094, 392.372, 392.469, -0.17, 2.29, 0.4
16.84, -169.402, -392.818, -391.864, -1.5, 0.62, -1.13
16.86, 170.094, 392.236, 392.537, -0.17, 2.18, 0.4
16.88, -169.402, -392.886, -391.932, -1.5, 0.73, -1.13
16.9, 170.094, 392.236, 392.673, -0.06, 2.29, 0.4
16.92, -169.47, -392.75, -391.932, -1.5, 0.73, -1.13
16.94, 170.094, 392.236, 392.537, -0.06, 2.18, 0.29
16.96, -169.402, -392.818, -391.864, -1.5, 0.73, -1.13
16.98, 170.026, 392.236, 392.537, -0.06, 2.18, 0.4
17.0, -169.402, -393.09, -391.932, -1.61, 0.51, -1.02
17.02, 170.162, 392.1, 392.537, -0.17, 2.18, 0.51
17.04, -169.402, -392.75, -391.864, -1.5, 0.84, -1.02
17.06, 170.026, 392.168, 392.537, -0.17, 2.29, 0.4
17.08, -169.47, -392.818, -391.796, -1.5, 0.73, -1.24
17.1, 170.026, 392.1, 392.537, -0.06, 2.29, 0.4
17.12, -169.538, -392.75, -391.864, -1.5, 0.62, -1.13
17.14, 170.162, 392.168, 392.537, -0.17, 2.29, 0.4
17.16, -169.47, -392.818, -391.864, -1.5, 0.73, -1.02
17.18, 170.026, 392.1, 392.537, -0.17, 2.18, 0.4
17.2, -169.402, -392.818, -391.796, -1.61, 0.62, -1.24
17.22, 170.026, 392.032, 392.537, -0.28, 2.07, 0.29
17.24, -169.402, -392.682, -391.864, -1.5, 0.73, -1.13
17.26, 170.026, 392.168, 392.537, -0.28, 2.29, 0.4
17.28, -169.402, -392.886, -392.0, -1.61, 0.62, -1.13
17.3, 170.094, 392.236, 392.605, -0.17, 2.29, 0.29
17.32, -169.538, -393.022, -391.864, -1.61, 0.73, -1.13
17.34, 170.162, 392.304, 392.537, -0.06, 2.18, 0.4
17.36, -169.402, -393.022, -392.068, -1.61, 0.84, -1.13
17.38, 170.162, 392.372, 392.673, -0.17, 2.18, 0.4
17.4, -169.402, -392.954, -392.204, -1.61, 0.62, -1.13
17.42, 170.026, 392.304, 392.809, -0.17, 2.29, 0.4
17.44, -169.538, -392.954, -392.204, -1.61, 0.62, -1.13
17.46, 170.094, 392.304, 392.877, -0.17, 2.29, 0.4
17.48, -169.47, -392.954, -392.204, -1.61, 0.73, -1.13
17.5, 170.094, 392.236, 392.741, -0.17, 2.29, 0.4
17.52, -169.47, -392.954, -392.136, -1.5, 0.73, -1.13
17.54, 170.094, 392.236, 392.809, -0.06, 2.07, 0.4
17.56, -169.538, -392.886, -392.068, -1.5, 0.73, -1.13
17.58, 170.094, 392.236, 392.809, -0.17, 2.29, 0.29
17.6, -169.538, -392.886, -392.068, -1.5, 0.73, -1.13
17.62, 170.026, 392.304, 392.741, -0.06, 2.18, 0.4
17.64, -169.47, -392.886, -392.204, -1.5, 0.73, -1.13
17.66, 170.23, 392.236, 392.673, -0.06, 2.29, 0.4
17.68, -169.538, -392.886, -392.136, -1.61, 0.84, -1.24
17.7, 170.162, 392.236, 392.809, 0.05, 2.18, 0.29
17.72, -169.538, -392.954, -392.0, -1.61, 0.73, -1.13
17.74, 170.162, 392.168, 392.741, -0.17, 2.29, 0.4
17.76, -169.47, -392.75, -392.068, -1.72, 0.73, -1.13
17.78, 170.162, 392.168, 392.809, -0.17, 2.29, 0.4
17.8, -169.538, -392.818, -392.136, -1.61, 0.73, -1.13
17.82, 170.026, 392.236, 392.741, -0.17, 2.29, 0.29
17.84, -169.402, -392.75, -392.068, -1.5, 0.51, -1.24
17.86, 170.094, 392.168, 392.809, -0.28, 2.29, 0.29
17.88, -169.606, -392.886, -392.136, -1.61, 0.73, -1.13
17.9, 170.094, 392.1, 392.673, -0.06, 2.29, 0.4
17.92, -169.47, -392.818, -392.068, -1.5, 0.62, -1.13
17.94, 170.162, 392.168, 392.809, -0.06, 2.41, 0.4
17.96, -169.47, -392.886, -392.068, -1.5, 0.73, -1.13
17.98, 170.094, 392.1, 392.809, -0.17, 2.18, 0.29
18.0, -169.538, -392.75, -392.0, -1.5, 0.51, -1.24
18.02, 170.162, 392.1, 392.673, -0.17, 2.18, 0.4
18.04, -169.47, -392.886, -392.204, -1.61, 0.73, -1.24
18.06, 170.094, 392.236, 392.741, -0.06, 2.18, 0.4
18.08, -169.538, -392.886, -392.136, -1.61, 0.73, -1.13
18.1, 170.094, 392.236, 392.741, -0.17, 2.18, 0.29
18.12, -169.47, -393.022, -392.068, -1.72, 0.73, -1.13
18.14, 170.094, 392.236, 392.673, -0.06, 2.29, 0.29
18.16, -169.538, -392.886, -392.068, -1.61, 0.62, -1.24
18.18, 170.094, 392.236, 392.673, -0.28, 2.29, 0.29
18.2, -169.47, -392.954, -392.068, -1.61, 0.73, -1.13
18.22, 170.298, 392.304, 392.673, -0.28, 2.18, 0.4
18.24, -169.538, -392.954, -392.068, -1.5, 0.73, -1.35
18.26, 170.162, 392.236, 392.741, -0.17, 2.18, 0.4
18.28, -169.47, -392.886, -392.0, -1.5, 0.84, -1.13
18.3, 170.094, 392.236, 392.673, -0.06, 2.18, 0.29
18.32, -169.402, -392.954, -392.068, -1.5, 0.51, -1.13
18.34, 169.89, 392.304, 392.741, -0.17, 2.18, 0.4
18.36, -169.334, -392.954, -392.136, -1.5, 0.62, -1.02
18.38, 169.958, 392.304, 392.605, -0.17, 2.18, 0.29
18.4, -169.402, -392.75, -392.0, -1.5, 0.84, -1.24
18.42, 170.026, 392.168, 392.741, -0.06, 2.18, 0.29
18.44, -169.47, -392.954, -392.0, -1.5, 0.73, -1.13
18.46, 170.094, 392.1, 392.605, -0.17, 2.18, 0.4
18.48, -169.334, -392.818, -392.0, -1.5, 0.84, -1.13
18.5, 170.026, 392.168, 392.673, -0.17, 2.29, 0.4
18.52, -169.334, -392.818, -392.0, -1.5, 0.62, -1.24
18.54, 170.026, 392.168, 392.673, -0.17, 2.29, 0.4
18.56, -169.334, -392.886, -392.068, -1.61, 0.73, -1.13
18.58, 170.094, 392.1, 392.605, -0.28, 2.29, 0.4
18.6, -169.334, -392.818, -392.0, -1.61, 0.73, -1.13
18.62, 169.89, 392.168, 392.741, -0.06, 2.29, 0.4
18.64, -169.402, -392.886, -392.0, -1.5, 0.73, -1.13
18.66, 170.026, 392.168, 392.673, -0.17, 2.18, 0.29
18.68, -169.538, -392.75, -392.068, -1.5, 0.73, -1.13
18.7, 170.094, 392.236, 392.741, -0.06, 2.18, 0.29
18.72, -169.402, -392.818, -392.068, -1.61, 0.62, -1.13
18.74, 170.026, 392.032, 392.741, -0.17, 2.18, 0.4
18.76, -169.402, -392.75, -392.068, -1.61, 0.73, -1.02
18.78, 170.026, 392.1, 392.605, -0.17, 2.18, 0.29
18.8, -169.334, -393.022, -392.068, -1.5, 0.73, -1.13
18.82, 170.026, 392.372, 392.605, -0.28, 2.29, 0.4
18.84, -169.334, -392.886, -391.932, -1.5, 0.73, -1.13
18.86, 170.026, 392.304, 392.673, -0.28, 2.18, 0.4
18.88, -169.402, -392.886, -392.0, -1.61, 0.62, -1.02
18.9, 169.958, 392.304, 392.673, -0.17, 2.18, 0.4
18.92, -169.47, -392.886, -391.932, -1.61, 0.62, -1.13
18.94, 170.026, 392.372, 392.741, -0.06, 2.29, 0.29
18.96, -169.334, -392.886, -392.068, -1.5, 0.73, -1.13
18.98, 170.026, 392.304, 392.673, -0.17, 2.07, 0.4
19.0, -169.47, -392.954, -392.0, -1.61, 0.73, -1.24
19.02, 169.958, 392.236, 392.673, -0.17, 2.18, 0.4
19.04, -169.334, -392.886, -392.0, -1.5, 0.73, -1.13
19.06, 170.094, 392.304, 392.605, 0.05, 2.18, 0.4
19.08, -169.334, -392.886, -392.0, -1.72, 0.73, -1.24
19.1, 169.958, 392.168, 392.673, -0.17, 2.18, 0.51
19.12, -169.334, -392.886, -392.0, -1.5, 0.73, -1.24
19.14, 170.094, 392.168, 392.741, -0.17, 2.18, 0.4
19.16, -169.334, -392.954, -392.0, -1.5, 0.84, -1.02
19.18, 169.958, 392.236, 392.741, -0.17, 2.18, 0.4
19.2, -169.402, -392.954, -391.932, -1.61, 0.73, -1.24
19.22, 169.89, 392.236, 392.741, -0.06, 2.18, 0.29
19.24, -169.334, -392.886, -391.932, -1.61, 0.62, -1.13
19.26, 170.026, 392.236, 392.673, -0.17, 2.18, 0.51
19.28, -169.402, -392.818, -392.0, -1.61, 0.73, -1.13
19.3, 170.094, 392.236, 392.741, -0.06, 2.18, 0.29
19.32, -169.402, -392.886, -392.068, -1.61, 0.62, -1.24
19.34, 169.89, 392.168, 392.673, -0.17, 2.29, 0.29
19.36, -169.334, -392.818, -391.932, -1.72, 0.62, -1.13
19.38, 170.026, 392.168, 392.741, -0.06, 2.07, 0.4
19.4, -169.334, -392.886, -392.068, -1.5, 0.84, -1.24
19.42, 170.026, 392.168, 392.673, -0.17, 2.29, 0.4
19.44, -169.266, -392.818, -392.0, -1.5, 0.84, -1.13
19.46, 169.958, 392.1, 392.741, -0.06, 2.29, 0.4
19.48, -169.266, -392.886, -391.932, -1.61, 0.84, -1.13
19.5, 169.958, 392.032, 392.741, -0.06, 2.18, 0.29
19.52, -169.334, -392.886, -392.0, -1.5, 0.73, -1.13
19.54, 169.958, 392.1, 392.741, -0.06, 2.41, 0.29
19.56, -169.334, -392.818, -392.0, -1.72, 0.73, -1.24
19.58, 169.89, 392.168, 392.741, -0.17, 2.29, 0.4
19.6, -169.334, -393.022, -392.068, -1.61, 0.84, -1.13
19.62, 169.958, 392.168, 392.673, -0.17, 2.29, 0.29
19.64, -169.334, -392.886, -392.068, -1.5, 0.73, -1.24
19.66, 169.958, 392.236, 392.673, -0.06, 2.18, 0.4
19.68, -169.402, -392.954, -392.0, -1.5, 0.73, -1.02
19.7, 170.026, 392.168, 392.673, -0.17, 2.29, 0.51
19.72, -169.402, -392.818, -392.068, -1.61, 0.84, -1.24
19.74, 169.958, 392.236, 392.605, -0.17, 2.29, 0.4
19.76, -169.402, -392.954, -392.136, -1.72, 0.62, -1.13
19.78, 169.958, 392.304, 392.673, -0.28, 2.29, 0.4
19.8, -169.402, -392.886, -391.932, -1.5, 0.84, -1.24
19.82, 169.958, 392.168, 392.605, -0.06, 2.29, 0.51
19.84, -169.334, -392.818, -392.068, -1.5, 0.73, -1.13
19.86, 169.958, 392.168, 392.673, -0.06, 2.18, 0.4
19.88, -169.334, -392.818, -392.0, -1.61, 0.73, -1.13
19.9, 169.958, 392.304, 392.741, -0.17, 2.41, 0.4
19.92, -169.402, -392.818, -392.0, -1.61, 0.62, -1.02
19.94, 169.958, 392.236, 392.673, -0.06, 2.18, 0.51
19.96, -169.402, -392.818, -391.932, -1.72, 0.73, -1.13
19.98, 169.958, 392.168, 392.605, -0.17, 2.18, 0.4
