TIME, U1, U2, U3, I1, I2, I3
16.4, -229.453, -229.702, -229.034, -15.21, 0.17, -8.44
16.42, 229.805, 229.391, 229.775, 0.16, 15.93, 8.36
16.44, -229.113, -229.634, -229.034, -1.39, 0.73, -0.91
16.46, 229.737, 228.915, 229.503, -0.17, 2.07, 0.4
16.48, -229.181, -229.634, -229.034, -1.5, 0.73, -1.02
16.5, 229.805, 229.051, 229.571, -0.17, 2.18, 0.4
16.52, -229.113, -229.702, -229.17, -1.5, 0.73, -0.91
16.54, 229.805, 228.983, 229.639, -0.17, 2.29, 0.4
16.56, -229.181, -229.702, -229.034, -1.39, 0.73, -1.02
16.58, 229.873, 229.051, 229.639, -0.06, 2.07, 0.51
16.6, -229.249, -229.634, -229.102, -1.39, 0.73, -1.13
16.62, 229.737, 229.051, 229.639, -0.06, 2.18, 0.4
16.64, -229.181, -229.634, -229.034, -1.5, 0.73, -1.02
16.66, 229.737, 229.119, 229.639, -0.06, 2.18, 0.51
16.68, -229.181, -229.634, -229.102, -1.5, 0.73, -1.02
16.7, 229.805, 229.051, 229.639, -0.06, 2.18, 0.4
16.72, -229.317, -229.634, -229.102, -1.5, 0.73, -0.91
16.74, 229.873, 228.983, 229.707, -0.17, 2.29, 0.4
16.76, -229.249, -229.634, -229.102, -1.5, 0.73, -1.02
16.78, 229.873, 228.983, 229.639, 0.05, 2.07, 0.51
16.8, -229.181, -229.566, -229.102, -1.39, 0.62, -1.02
16.82, 229.737, 228.983, 229.707, -0.06, 2.07, 0.4
16.84, -229.181, -229.634, -229.102, -1.5, 0.73, -0.91
16.86, 229.873, 228.983, 229.639, -0.17, 2.18, 0.51
16.88, -229.113, -229.702, -229.17, -1.5, 0.73, -1.02
16.9, 229.737, 229.187, 229.707, -0.17, 2.07, 0.4
16.92, -229.249, -229.77, -229.034, -1.61, 0.73, -1.02
16.94, 229.941, 229.255, 229.639, -0.17, 2.18, 0.4
16.96, -229.181, -229.838, -229.102, -1.61, 0.73, -1.02
16.98, 229.873, 229.323, 229.775, -0.06, 2.07, 0.51
17.0, -229.249, -229.838, -229.17, -1.5, 0.62, -1.02
17.02, 229.737, 229.119, 229.639, -0.06, 2.29, 0.4
17.04, -229.317, -229.838, -229.17, -1.39, 0.73, -1.02
17.06, 229.805, 229.187, 229.639, 0.16, 2.29, 0.4
17.08, -229.181, -229.77, -229.238, -1.5, 0.73, -1.13
17.1, 229.873, 229.323, 229.707, -0.06, 2.18, 0.4
17.12, -229.181, -229.77, -229.17, -1.5, 0.62, -1.02
17.14, 229.805, 229.119, 229.707, -0.06, 2.18, 0.51
17.16, -229.181, -229.838, -229.17, -1.39, 0.73, -1.02
17.18, 229.737, 229.119, 229.707, -0.06, 2.07, 0.4
17.2, -229.249, -229.702, -229.238, -1.5, 0.73, -1.13
17.22, 229.737, 229.119, 229.707, -0.17, 2.18, 0.4
17.24, -229.181, -229.77, -229.102, -1.5, 0.84, -1.02
17.26, 229.805, 229.119, 229.639, -0.17, 2.18, 0.51
17.28, -229.181, -229.77, -229.17, -1.61, 0.84, -1.02
17.3, 229.873, 229.187, 229.707, -0.17, 2.18, 0.51
17.32, -229.317, -229.702, -229.102, -1.39, 0.73, -1.02
17.34, 229.873, 229.119, 229.775, -0.17, 2.07, 0.4
17.36, -229.385, -229.838, -229.102, -1.39, 0.73, -1.02
17.38, 229.805, 229.255, 229.639, -0.06, 2.29, 0.4
17.4, -229.249, -229.838, -229.17, -1.5, 0.73, -1.13
17.42, 229.873, 229.187, 229.707, -0.06, 2.07, 0.51
17.44, -229.317, -229.702, -229.034, -1.5, 0.73, -1.02
17.46, 229.805, 229.187, 229.639, -0.06, 2.18, 0.4
17.48, -229.181, -229.702, -229.17, -1.39, 0.51, -1.02
17.5, 229.873, 229.323, 229.775, -0.17, 2.18, 0.51
17.52, -229.249, -229.838, -229.17, -1.5, 0.84, -0.91
17.54, 229.873, 229.187, 229.707, 0.05, 2.18, 0.4
17.56, -229.317, -229.77, -229.17, -1.61, 0.62, -1.02
17.58, 229.873, 229.119, 229.707, -0.17, 2.18, 0.4
17.6, -229.249, -229.702, -229.17, -1.5, 0.73, -1.02
17.62, 229.873, 229.187, 229.707, -0.17, 2.18, 0.4
17.64, -229.317, -229.838, -229.17, -1.5, 0.73, -0.91
17.66, 229.941, 229.323, 229.843, -0.17, 2.29, 0.4
17.68, -229.385, -229.838, -229.102, -1.39, 0.62, -0.91
17.7, 229.805, 229.255, 229.707, -0.17, 2.07, 0.51
17.72, -229.317, -229.838, -229.102, -1.5, 0.62, -1.13
17.74, 229.737, 229.255, 229.775, -0.17, 2.18, 0.51
17.76, -229.249, -229.838, -229.17, -1.5, 0.73, -1.02
17.78, 229.805, 229.323, 229.775, -0.17, 2.07, 0.4
17.8, -229.317, -229.906, -229.102, -1.5, 0.73, -1.02
17.82, 229.805, 229.187, 229.639, -0.17, 2.18, 0.4
17.84, -229.317, -229.838, -229.102, -1.39, 0.73, -0.91
17.86, 229.805, 229.187, 229.843, -0.06, 2.18, 0.51
17.88, -229.181, -229.906, -229.17, -1.61, 0.73, -1.02
17.9, 229.805, 229.187, 229.707, -0.06, 2.07, 0.4
17.92, -229.317, -229.838, -229.102, -1.5, 0.73, -1.02
17.94, 229.941, 229.255, 229.571, -0.17, 2.18, 0.4
17.96, -229.317, -229.906, -229.034, -1.39, 0.73, -1.02
17.98, 229.873, 229.255, 229.571, -0.17, 2.18, 0.4
18.0, -229.385, -229.838, -229.17, -1.5, 0.84, -1.02
18.02, 229.873, 229.119, 229.639, -0.06, 2.18, 0.62
18.04, -229.249, -229.838, -229.102, -1.5, 0.73, -1.02
18.06, 229.805, 229.119, 229.775, -0.06, 2.18, 0.4
18.08, -229.317, -229.838, -229.102, -1.5, 0.73, -1.02
18.1, 229.805, 229.255, 229.775, 0.05, 2.18, 0.4
18.12, -229.385, -229.77, -229.238, -1.5, 0.73, -1.02
18.14, 229.941, 229.187, 229.707, -0.17, 2.07, 0.4
18.16, -229.317, -229.906, -229.102, -1.5, 0.73, -0.91
18.18, 229.941, 229.051, 229.707, -0.17, 2.18, 0.4
18.2, -229.181, -229.77, -229.034, -1.5, 0.73, -1.02
18.22, 229.805, 229.119, 229.775, -0.06, 2.18, 0.29
18.24, -229.317, -229.702, -229.034, -1.61, 0.62, -1.24
18.26, 229.873, 229.119, 229.639, -0.06, 2.18, 0.4
18.28, -229.249, -229.77, -229.17, -1.5, 0.73, -1.02
18.3, 229.873, 229.255, 229.639, -0.17, 2.07, 0.4
18.32, -229.249, -229.702, -229.034, -1.5, 0.73, -1.02
18.34, 229.873, 229.119, 229.775, -0.06, 2.18, 0.4
18.36, -229.249, -229.906, -229.102, -1.5, 0.73, -1.13
18.38, 229.805, 229.051, 229.707, -0.06, 2.18, 0.4
18.4, -229.249, -229.838, -229.034, -1.5, 0.62, -1.02
18.42, 229.941, 229.119, 229.639, -0.06, 2.18, 0.4
18.44, -229.385, -229.77, -229.17, -1.5, 0.84, -1.02
18.46, 229.805, 229.255, 229.639, -0.06, 2.07, 0.51
18.48, -229.249, -229.838, -229.17, -1.5, 0.62, -1.02
18.5, 229.873, 229.187, 229.639, -0.17, 2.18, 0.4
18.52, -229.249, -229.77, -229.102, -1.5, 0.73, -1.02
18.54, 229.805, 229.323, 229.775, -0.17, 2.29, 0.29
18.56, -229.317, -229.77, -229.17, -1.5, 0.73, -1.02
18.58, 229.805, 229.391, 229.775, -0.17, 2.18, 0.4
18.6, -229.453, -229.77, -229.17, -1.5, 0.62, -1.02
18.62, 229.873, 229.187, 229.639, -0.06, 2.18, 0.4
18.64, -229.249, -229.838, -229.17, -1.5, 0.73, -1.02
18.66, 229.737, 229.255, 229.775, -0.17, 2.07, 0.4
18.68, -229.317, -229.838, -229.17, -1.5, 0.73, -1.02
18.7, 229.805, 229.255, 229.843, -0.17, 2.18, 0.29
18.72, -229.317, -229.77, -229.17, -1.61, 0.62, -1.24
18.74, 229.805, 229.255, 229.775, -0.17, 2.18, 0.29
18.76, -229.317, -229.77, -229.17, -1.5, 0.73, -1.13
18.78, 229.805, 229.187, 229.775, -0.17, 2.07, 0.4
18.8, -229.249, -229.838, -229.102, -1.5, 0.73, -1.02
18.82, 229.805, 229.255, 229.843, -0.06, 2.18, 0.51
18.84, -229.317, -229.906, -229.17, -1.5, 0.62, -1.02
18.86, 229.873, 229.255, 229.775, -0.17, 2.29, 0.4
18.88, -229.317, -229.906, -229.17, -1.39, 0.73, -1.02
18.9, 229.873, 229.187, 229.639, -0.06, 2.29, 0.4
18.92, -229.317, -229.77, -229.17, -1.39, 0.73, -1.02
18.94, 229.941, 229.187, 229.707, 0.16, 2.07, 0.4
18.96, -229.385, -229.77, -229.17, -1.5, 0.73, -1.13
18.98, 229.805, 229.255, 229.775, -0.06, 2.07, 0.4
19.0, -229.385, -229.906, -229.102, -1.61, 0.73, -1.13
19.02, 229.873, 229.187, 229.775, -0.06, 2.18, 0.4
19.04, -229.317, -229.838, -229.17, -1.5, 0.73, -1.02
19.06, 229.873, 229.255, 229.707, -0.17, 2.07, 0.29
19.08, -229.317, -229.838, -229.102, -1.5, 0.73, -1.13
19.1, 229.941, 229.187, 229.775, -0.17, 2.18, 0.29
19.12, -229.317, -229.838, -229.238, -1.5, 0.84, -1.02
19.14, 229.805, 229.187, 229.707, -0.17, 2.18, 0.51
19.16, -229.181, -229.906, -229.102, -1.5, 0.73, -1.13
19.18, 229.805, 229.255, 229.775, -0.17, 2.18, 0.4
19.2, -229.317, -230.042, -229.102, -1.5, 0.84, -1.24
19.22, 229.805, 229.323, 229.775, -0.06, 2.18, 0.4
19.24, -229.113, -229.838, -229.238, -1.39, 0.62, -1.02
19.26, 229.669, 229.323, 229.775, -0.17, 2.18, 0.4
19.28, -229.317, -229.906, -229.238, -1.5, 0.73, -1.02
19.3, 229.805, 229.255, 229.843, -0.17, 2.18, 0.4
19.32, -229.181, -229.906, -229.17, -1.5, 0.73, -1.02
19.34, 229.669, 229.255, 229.775, -0.06, 2.18, 0.4
19.36, -229.317, -229.838, -229.238, -1.61, 0.84, -1.13
19.38, 229.873, 229.255, 229.707, -0.17, 2.29, 0.29
19.4, -229.181, -229.838, -229.102, -1.5, 0.73, -1.13
19.42, 229.669, 229.459, 229.843, -0.06, 2.18, 0.29
19.44, -229.317, -229.838, -229.238, -1.5, 0.73, -1.13
19.46, 229.805, 229.255, 229.775, -0.17, 2.07, 0.29
19.48, -229.249, -229.838, -229.238, -1.5, 0.84, -1.02
19.5, 229.737, 229.391, 229.843, -0.06, 2.18, 0.29
19.52, -229.181, -229.838, -229.102, -1.5, 0.62, -1.02
19.54, 229.805, 229.391, 229.707, 0.05, 2.07, 0.29
19.56, -229.249, -229.906, -229.102, -1.39, 0.73, -1.02
19.58, 229.873, 229.187, 229.775, -0.17, 2.07, 0.29
19.6, -229.249, -229.838, -229.17, -1.5, 0.73, -1.13
19.62, 229.805, 229.255, 229.775, -0.06, 2.07, 0.4
19.64, -229.249, -229.838, -229.17, -1.61, 0.62, -1.02
19.66, 229.805, 229.255, 229.775, -0.06, 2.07, 0.4
19.68, -229.249, -229.838, -229.102, -1.61, 0.73, -1.13
19.7, 229.805, 229.323, 229.775, -0.17, 2.07, 0.29
19.72, -229.249, -229.77, -229.238, -1.61, 0.51, -1.02
19.74, 229.737, 229.255, 229.775, -0.06, 2.07, 0.4
19.76, -229.181, -229.838, -229.17, -1.5, 0.73, -1.02
19.78, 229.805, 229.255, 229.843, -0.06, 2.29, 0.29
19.8, -229.385, -229.77, -229.102, -1.61, 0.73, -1.02
19.82, 229.805, 229.187, 229.843, -0.17, 2.29, 0.29
19.84, -229.181, -229.702, -229.17, -1.5, 0.73, -1.13
19.86, 229.805, 229.187, 229.775, -0.06, 2.29, 0.29
19.88, -229.181, -229.906, -229.102, -1.5, 0.73, -1.02
19.9, 229.737, 229.391, 229.775, -0.17, 2.18, 0.4
19.92, -229.249, -229.974, -229.102, -1.61, 0.73, -1.13
19.94, 229.737, 229.323, 229.775, -0.17, 2.18, 0.4
19.96, -229.181, -229.906, -229.17, -1.5, 0.73, -1.13
19.98, 229.669, 229.323, 229.707, -0.17, 2.18, 0.4
